,date,open,high,low,close,volume,average,barCount
0,2021-01-19 06:15:00,0.979405,0.97978,0.97875,0.97927,-1,-1.0,-1
1,2021-01-19 07:00:00,0.97927,0.97995,0.979245,0.9798,-1,-1.0,-1
2,2021-01-19 08:00:00,0.9798,0.981125,0.979765,0.98052,-1,-1.0,-1
3,2021-01-19 09:00:00,0.98052,0.98128,0.980165,0.980875,-1,-1.0,-1
4,2021-01-19 10:00:00,0.980875,0.98168,0.98082,0.98141,-1,-1.0,-1
5,2021-01-19 11:00:00,0.98141,0.98198,0.98088,0.981375,-1,-1.0,-1
6,2021-01-19 12:00:00,0.981375,0.981865,0.981035,0.98174,-1,-1.0,-1
7,2021-01-19 13:00:00,0.98174,0.98178,0.98071,0.981295,-1,-1.0,-1
8,2021-01-19 14:00:00,0.981295,0.981595,0.980995,0.98143,-1,-1.0,-1
9,2021-01-19 15:00:00,0.98143,0.982515,0.98114,0.98237,-1,-1.0,-1
10,2021-01-19 16:00:00,0.98237,0.98335,0.981605,0.98182,-1,-1.0,-1
11,2021-01-19 17:00:00,0.98182,0.98184,0.980715,0.98143,-1,-1.0,-1
12,2021-01-19 18:00:00,0.98143,0.981905,0.980445,0.980645,-1,-1.0,-1
13,2021-01-19 19:00:00,0.980645,0.981805,0.980635,0.981775,-1,-1.0,-1
14,2021-01-19 20:00:00,0.981775,0.98218,0.981355,0.98179,-1,-1.0,-1
15,2021-01-19 21:00:00,0.98179,0.98282,0.98163,0.98255,-1,-1.0,-1
16,2021-01-19 22:00:00,0.98255,0.98318,0.98233,0.98267,-1,-1.0,-1
17,2021-01-19 23:00:00,0.98267,0.98322,0.98049,0.981175,-1,-1.0,-1
18,2021-01-20 00:00:00,0.981175,0.98156,0.979365,0.979835,-1,-1.0,-1
19,2021-01-20 01:00:00,0.979835,0.98025,0.97915,0.98018,-1,-1.0,-1
20,2021-01-20 02:00:00,0.98018,0.98033,0.97966,0.97981,-1,-1.0,-1
21,2021-01-20 03:00:00,0.97981,0.979985,0.97907,0.979625,-1,-1.0,-1
22,2021-01-20 04:00:00,0.979625,0.980175,0.97918,0.98009,-1,-1.0,-1
23,2021-01-20 05:00:00,0.98009,0.9804,0.979665,0.980025,-1,-1.0,-1
24,2021-01-20 06:15:00,0.98005,0.980465,0.979235,0.979785,-1,-1.0,-1
25,2021-01-20 07:00:00,0.979785,0.981355,0.979615,0.98129,-1,-1.0,-1
26,2021-01-20 08:00:00,0.98129,0.981475,0.980645,0.98098,-1,-1.0,-1
27,2021-01-20 09:00:00,0.98098,0.981175,0.98033,0.98081,-1,-1.0,-1
28,2021-01-20 10:00:00,0.98081,0.981675,0.980805,0.98141,-1,-1.0,-1
29,2021-01-20 11:00:00,0.98141,0.981615,0.980875,0.9812,-1,-1.0,-1
30,2021-01-20 12:00:00,0.9812,0.981495,0.980905,0.98139,-1,-1.0,-1
31,2021-01-20 13:00:00,0.98139,0.982055,0.98138,0.981625,-1,-1.0,-1
32,2021-01-20 14:00:00,0.981625,0.982645,0.98148,0.982225,-1,-1.0,-1
33,2021-01-20 15:00:00,0.982225,0.982825,0.9818,0.98226,-1,-1.0,-1
34,2021-01-20 16:00:00,0.98226,0.98269,0.981615,0.981995,-1,-1.0,-1
35,2021-01-20 17:00:00,0.981995,0.98203,0.980925,0.981715,-1,-1.0,-1
36,2021-01-20 18:00:00,0.981715,0.982255,0.98141,0.98174,-1,-1.0,-1
37,2021-01-20 19:00:00,0.98174,0.98194,0.9811,0.981375,-1,-1.0,-1
38,2021-01-20 20:00:00,0.981375,0.98226,0.981235,0.982015,-1,-1.0,-1
39,2021-01-20 21:00:00,0.982015,0.9822,0.98089,0.981975,-1,-1.0,-1
40,2021-01-20 22:00:00,0.981975,0.982545,0.980965,0.981485,-1,-1.0,-1
41,2021-01-20 23:00:00,0.981485,0.981485,0.97765,0.97789,-1,-1.0,-1
42,2021-01-21 00:00:00,0.97789,0.979295,0.97737,0.97913,-1,-1.0,-1
43,2021-01-21 01:00:00,0.97913,0.979395,0.978215,0.97873,-1,-1.0,-1
44,2021-01-21 02:00:00,0.97873,0.979185,0.978475,0.978825,-1,-1.0,-1
45,2021-01-21 03:00:00,0.978825,0.97948,0.97846,0.979285,-1,-1.0,-1
46,2021-01-21 04:00:00,0.979285,0.979795,0.97907,0.979615,-1,-1.0,-1
47,2021-01-21 05:00:00,0.979615,0.97962,0.97842,0.9787,-1,-1.0,-1
48,2021-01-21 06:15:00,0.9792,0.9792,0.9784,0.978955,-1,-1.0,-1
49,2021-01-21 07:00:00,0.978955,0.979775,0.97863,0.979345,-1,-1.0,-1
50,2021-01-21 08:00:00,0.979345,0.979475,0.97847,0.979115,-1,-1.0,-1
51,2021-01-21 09:00:00,0.979115,0.98043,0.978835,0.9801,-1,-1.0,-1
52,2021-01-21 10:00:00,0.9801,0.980825,0.98001,0.98052,-1,-1.0,-1
53,2021-01-21 11:00:00,0.98052,0.981025,0.98025,0.980905,-1,-1.0,-1
54,2021-01-21 12:00:00,0.980905,0.980925,0.98018,0.980415,-1,-1.0,-1
55,2021-01-21 13:00:00,0.980415,0.980945,0.980275,0.980795,-1,-1.0,-1
56,2021-01-21 14:00:00,0.980795,0.980825,0.98007,0.980375,-1,-1.0,-1
57,2021-01-21 15:00:00,0.980375,0.980845,0.97971,0.979835,-1,-1.0,-1
58,2021-01-21 16:00:00,0.979835,0.980375,0.979225,0.979835,-1,-1.0,-1
59,2021-01-21 17:00:00,0.979835,0.981095,0.979825,0.98073,-1,-1.0,-1
60,2021-01-21 18:00:00,0.98073,0.981375,0.98072,0.981065,-1,-1.0,-1
61,2021-01-21 19:00:00,0.981065,0.98133,0.980725,0.980805,-1,-1.0,-1
62,2021-01-21 20:00:00,0.980805,0.982085,0.98075,0.98147,-1,-1.0,-1
63,2021-01-21 21:00:00,0.98147,0.98192,0.978895,0.97897,-1,-1.0,-1
64,2021-01-21 22:00:00,0.97897,0.979785,0.978655,0.979015,-1,-1.0,-1
65,2021-01-21 23:00:00,0.979015,0.98054,0.97889,0.97989,-1,-1.0,-1
66,2021-01-22 00:00:00,0.97989,0.980675,0.97931,0.97964,-1,-1.0,-1
67,2021-01-22 01:00:00,0.97964,0.979715,0.978965,0.979565,-1,-1.0,-1
68,2021-01-22 02:00:00,0.979565,0.979915,0.97921,0.979715,-1,-1.0,-1
69,2021-01-22 03:00:00,0.979715,0.980495,0.979505,0.980095,-1,-1.0,-1
70,2021-01-22 04:00:00,0.980095,0.98088,0.979565,0.980715,-1,-1.0,-1
71,2021-01-22 05:00:00,0.980715,0.981645,0.980255,0.981295,-1,-1.0,-1
72,2021-01-22 06:15:00,0.981365,0.98197,0.980935,0.981305,-1,-1.0,-1
73,2021-01-22 07:00:00,0.981305,0.981805,0.98109,0.981565,-1,-1.0,-1
74,2021-01-22 08:00:00,0.981565,0.982335,0.98145,0.981695,-1,-1.0,-1
75,2021-01-22 09:00:00,0.981695,0.981975,0.98088,0.98125,-1,-1.0,-1
76,2021-01-22 10:00:00,0.98125,0.98159,0.980795,0.980975,-1,-1.0,-1
77,2021-01-22 11:00:00,0.980975,0.98133,0.980595,0.98106,-1,-1.0,-1
78,2021-01-22 12:00:00,0.98106,0.981615,0.9807,0.98137,-1,-1.0,-1
79,2021-01-22 13:00:00,0.98137,0.981735,0.98117,0.98155,-1,-1.0,-1
80,2021-01-22 14:00:00,0.98155,0.981585,0.98044,0.98054,-1,-1.0,-1
81,2021-01-22 15:00:00,0.98054,0.98058,0.97991,0.98039,-1,-1.0,-1
82,2021-01-22 16:00:00,0.98039,0.98129,0.980125,0.981185,-1,-1.0,-1
83,2021-01-22 17:00:00,0.981185,0.98147,0.98015,0.98078,-1,-1.0,-1
84,2021-01-22 18:00:00,0.98078,0.980965,0.97979,0.979955,-1,-1.0,-1
85,2021-01-22 19:00:00,0.979955,0.980535,0.97906,0.97948,-1,-1.0,-1
86,2021-01-22 20:00:00,0.97948,0.98001,0.979255,0.97983,-1,-1.0,-1
87,2021-01-22 21:00:00,0.97983,0.980345,0.978785,0.978985,-1,-1.0,-1
88,2021-01-22 22:00:00,0.978985,0.98078,0.978575,0.98042,-1,-1.0,-1
89,2021-01-22 23:00:00,0.98042,0.982005,0.979795,0.981705,-1,-1.0,-1
90,2021-01-23 00:00:00,0.981705,0.982565,0.981175,0.982355,-1,-1.0,-1
91,2021-01-23 01:00:00,0.982355,0.982425,0.981775,0.982155,-1,-1.0,-1
92,2021-01-23 02:00:00,0.982155,0.9829,0.981875,0.981915,-1,-1.0,-1
93,2021-01-23 03:00:00,0.981915,0.98234,0.98172,0.98231,-1,-1.0,-1
94,2021-01-23 04:00:00,0.98231,0.98231,0.98136,0.981815,-1,-1.0,-1
95,2021-01-23 05:00:00,0.981815,0.98269,0.9813,0.98245,-1,-1.0,-1
96,2021-01-25 06:15:00,0.9816,0.98203,0.980175,0.98129,-1,-1.0,-1
97,2021-01-25 07:00:00,0.98129,0.98239,0.981165,0.98166,-1,-1.0,-1
98,2021-01-25 08:00:00,0.98166,0.98245,0.98159,0.981825,-1,-1.0,-1
99,2021-01-25 09:00:00,0.981825,0.98199,0.981215,0.98164,-1,-1.0,-1
100,2021-01-25 10:00:00,0.98164,0.98259,0.98157,0.982375,-1,-1.0,-1
101,2021-01-25 11:00:00,0.982375,0.98267,0.982225,0.98248,-1,-1.0,-1
102,2021-01-25 12:00:00,0.98248,0.98312,0.98244,0.98284,-1,-1.0,-1
103,2021-01-25 13:00:00,0.98284,0.98314,0.98263,0.982885,-1,-1.0,-1
104,2021-01-25 14:00:00,0.982885,0.983165,0.98212,0.982345,-1,-1.0,-1
105,2021-01-25 15:00:00,0.982345,0.982585,0.98182,0.98216,-1,-1.0,-1
106,2021-01-25 16:00:00,0.98216,0.98257,0.981565,0.98224,-1,-1.0,-1
107,2021-01-25 17:00:00,0.98224,0.98242,0.981505,0.981895,-1,-1.0,-1
108,2021-01-25 18:00:00,0.981895,0.98227,0.98154,0.98226,-1,-1.0,-1
109,2021-01-25 19:00:00,0.98226,0.9823,0.981465,0.98202,-1,-1.0,-1
110,2021-01-25 20:00:00,0.98202,0.983005,0.981845,0.98285,-1,-1.0,-1
111,2021-01-25 21:00:00,0.98285,0.98334,0.9821,0.98293,-1,-1.0,-1
112,2021-01-25 22:00:00,0.98293,0.983255,0.98162,0.982195,-1,-1.0,-1
113,2021-01-25 23:00:00,0.982195,0.982975,0.98145,0.98222,-1,-1.0,-1
114,2021-01-26 00:00:00,0.98222,0.982365,0.98124,0.98195,-1,-1.0,-1
115,2021-01-26 01:00:00,0.98195,0.982175,0.981635,0.982,-1,-1.0,-1
116,2021-01-26 02:00:00,0.982,0.982425,0.98179,0.982335,-1,-1.0,-1
117,2021-01-26 03:00:00,0.982335,0.982565,0.98199,0.982185,-1,-1.0,-1
118,2021-01-26 04:00:00,0.982185,0.982775,0.982035,0.98272,-1,-1.0,-1
119,2021-01-26 05:00:00,0.98272,0.983,0.982275,0.98265,-1,-1.0,-1
120,2021-01-26 06:15:00,0.9829,0.98305,0.982395,0.98272,-1,-1.0,-1
121,2021-01-26 07:00:00,0.98272,0.983365,0.98244,0.98274,-1,-1.0,-1
122,2021-01-26 08:00:00,0.98274,0.98274,0.981865,0.981975,-1,-1.0,-1
123,2021-01-26 09:00:00,0.981975,0.983035,0.981955,0.98289,-1,-1.0,-1
124,2021-01-26 10:00:00,0.98289,0.98313,0.982285,0.982365,-1,-1.0,-1
125,2021-01-26 11:00:00,0.982365,0.982605,0.98153,0.981945,-1,-1.0,-1
126,2021-01-26 12:00:00,0.981945,0.98207,0.981265,0.98158,-1,-1.0,-1
127,2021-01-26 13:00:00,0.98158,0.981695,0.98124,0.98141,-1,-1.0,-1
128,2021-01-26 14:00:00,0.98141,0.981605,0.98089,0.98138,-1,-1.0,-1
