,date,open,high,low,close,volume,average,barCount
129,2021-01-26 15:00:00,0.98138,0.981815,0.98014,0.980525,-1,-1.0,-1
130,2021-01-26 16:00:00,0.980525,0.981335,0.980445,0.980975,-1,-1.0,-1
131,2021-01-26 17:00:00,0.980975,0.981685,0.980705,0.98104,-1,-1.0,-1
132,2021-01-26 18:00:00,0.98104,0.98181,0.98086,0.98177,-1,-1.0,-1
133,2021-01-26 19:00:00,0.98177,0.98241,0.981665,0.981825,-1,-1.0,-1
134,2021-01-26 20:00:00,0.981825,0.98348,0.981785,0.98314,-1,-1.0,-1
135,2021-01-26 21:00:00,0.98314,0.983585,0.982795,0.98323,-1,-1.0,-1
136,2021-01-26 22:00:00,0.98323,0.98426,0.98257,0.98402,-1,-1.0,-1
137,2021-01-26 23:00:00,0.98402,0.98513,0.98394,0.98425,-1,-1.0,-1
138,2021-01-27 00:00:00,0.98425,0.984445,0.98316,0.98339,-1,-1.0,-1
139,2021-01-27 01:00:00,0.98339,0.983625,0.98312,0.983415,-1,-1.0,-1
140,2021-01-27 02:00:00,0.983415,0.983655,0.983225,0.98349,-1,-1.0,-1
141,2021-01-27 03:00:00,0.98349,0.984155,0.98337,0.983465,-1,-1.0,-1
142,2021-01-27 04:00:00,0.983465,0.983805,0.98346,0.98367,-1,-1.0,-1
143,2021-01-27 05:00:00,0.98367,0.984105,0.983275,0.9834,-1,-1.0,-1
144,2021-01-27 06:15:00,0.983225,0.98346,0.98282,0.98312,-1,-1.0,-1
145,2021-01-27 07:00:00,0.98312,0.98418,0.98312,0.98413,-1,-1.0,-1
146,2021-01-27 08:00:00,0.98413,0.9849,0.983885,0.984435,-1,-1.0,-1
147,2021-01-27 09:00:00,0.984435,0.98465,0.9835,0.984055,-1,-1.0,-1
148,2021-01-27 10:00:00,0.984055,0.98406,0.98348,0.98372,-1,-1.0,-1
149,2021-01-27 11:00:00,0.98372,0.984225,0.98351,0.98412,-1,-1.0,-1
150,2021-01-27 12:00:00,0.98412,0.9842,0.983465,0.98406,-1,-1.0,-1
151,2021-01-27 13:00:00,0.98406,0.984665,0.98388,0.984555,-1,-1.0,-1
152,2021-01-27 14:00:00,0.984555,0.984665,0.98376,0.983955,-1,-1.0,-1
153,2021-01-27 15:00:00,0.983955,0.98453,0.983875,0.984395,-1,-1.0,-1
154,2021-01-27 16:00:00,0.984395,0.984695,0.98349,0.98354,-1,-1.0,-1
155,2021-01-27 17:00:00,0.98354,0.98368,0.98306,0.983195,-1,-1.0,-1
156,2021-01-27 18:00:00,0.983195,0.98354,0.982875,0.983155,-1,-1.0,-1
157,2021-01-27 19:00:00,0.983155,0.983155,0.9817,0.9821,-1,-1.0,-1
158,2021-01-27 20:00:00,0.9821,0.98237,0.98108,0.981435,-1,-1.0,-1
159,2021-01-27 21:00:00,0.981435,0.98183,0.980785,0.981395,-1,-1.0,-1
160,2021-01-27 22:00:00,0.981395,0.98242,0.980095,0.980395,-1,-1.0,-1
161,2021-01-27 23:00:00,0.980395,0.982135,0.98033,0.981995,-1,-1.0,-1
162,2021-01-28 00:00:00,0.981995,0.98228,0.981285,0.981635,-1,-1.0,-1
163,2021-01-28 01:00:00,0.981635,0.982395,0.98123,0.982135,-1,-1.0,-1
164,2021-01-28 02:00:00,0.982135,0.982365,0.98129,0.981635,-1,-1.0,-1
165,2021-01-28 03:00:00,0.981635,0.981895,0.9805,0.980615,-1,-1.0,-1
166,2021-01-28 04:00:00,0.980615,0.980875,0.979815,0.980715,-1,-1.0,-1
167,2021-01-28 05:00:00,0.980715,0.9813,0.979915,0.98097,-1,-1.0,-1
168,2021-01-28 06:15:00,0.9806,0.98128,0.980245,0.980955,-1,-1.0,-1
169,2021-01-28 07:00:00,0.980955,0.98117,0.979555,0.980405,-1,-1.0,-1
170,2021-01-28 08:00:00,0.980405,0.98088,0.97799,0.978135,-1,-1.0,-1
171,2021-01-28 09:00:00,0.978135,0.98002,0.97811,0.97975,-1,-1.0,-1
172,2021-01-28 10:00:00,0.97975,0.97998,0.97877,0.979005,-1,-1.0,-1
173,2021-01-28 11:00:00,0.979005,0.97904,0.978185,0.978295,-1,-1.0,-1
174,2021-01-28 12:00:00,0.978295,0.978775,0.97787,0.97876,-1,-1.0,-1
175,2021-01-28 13:00:00,0.97876,0.979565,0.97859,0.97944,-1,-1.0,-1
176,2021-01-28 14:00:00,0.97944,0.97947,0.978505,0.97915,-1,-1.0,-1
177,2021-01-28 15:00:00,0.97915,0.9792,0.97762,0.978335,-1,-1.0,-1
178,2021-01-28 16:00:00,0.978335,0.97895,0.977305,0.977415,-1,-1.0,-1
179,2021-01-28 17:00:00,0.977415,0.978715,0.97732,0.978515,-1,-1.0,-1
180,2021-01-28 18:00:00,0.978515,0.979235,0.977845,0.978985,-1,-1.0,-1
181,2021-01-28 19:00:00,0.978985,0.97912,0.977735,0.97796,-1,-1.0,-1
182,2021-01-28 20:00:00,0.97796,0.97813,0.97712,0.97791,-1,-1.0,-1
183,2021-01-28 21:00:00,0.97791,0.98024,0.97723,0.9802,-1,-1.0,-1
184,2021-01-28 22:00:00,0.9802,0.98107,0.979655,0.979995,-1,-1.0,-1
185,2021-01-28 23:00:00,0.979995,0.982595,0.97995,0.98213,-1,-1.0,-1
186,2021-01-29 00:00:00,0.98213,0.98338,0.98186,0.98314,-1,-1.0,-1
187,2021-01-29 01:00:00,0.98314,0.983835,0.98308,0.983295,-1,-1.0,-1
188,2021-01-29 02:00:00,0.983295,0.984475,0.983255,0.984,-1,-1.0,-1
189,2021-01-29 03:00:00,0.984,0.984735,0.98368,0.98465,-1,-1.0,-1
190,2021-01-29 04:00:00,0.98465,0.985115,0.984405,0.984995,-1,-1.0,-1
191,2021-01-29 05:00:00,0.984995,0.985405,0.98401,0.98526,-1,-1.0,-1
192,2021-01-29 06:15:00,0.985175,0.985415,0.984115,0.984205,-1,-1.0,-1
193,2021-01-29 07:00:00,0.984205,0.984555,0.984,0.984225,-1,-1.0,-1
194,2021-01-29 08:00:00,0.984225,0.98463,0.98382,0.984325,-1,-1.0,-1
195,2021-01-29 09:00:00,0.984325,0.984695,0.98395,0.984195,-1,-1.0,-1
196,2021-01-29 10:00:00,0.984195,0.98453,0.983185,0.98415,-1,-1.0,-1
197,2021-01-29 11:00:00,0.98415,0.984335,0.983515,0.983545,-1,-1.0,-1
198,2021-01-29 12:00:00,0.983545,0.983845,0.982945,0.983655,-1,-1.0,-1
199,2021-01-29 13:00:00,0.983655,0.984085,0.98342,0.98397,-1,-1.0,-1
200,2021-01-29 14:00:00,0.98397,0.985205,0.98379,0.98508,-1,-1.0,-1
201,2021-01-29 15:00:00,0.98508,0.985365,0.98394,0.984125,-1,-1.0,-1
202,2021-01-29 16:00:00,0.984125,0.9844,0.983,0.983745,-1,-1.0,-1
203,2021-01-29 17:00:00,0.983745,0.98403,0.98182,0.98255,-1,-1.0,-1
204,2021-01-29 18:00:00,0.98255,0.98269,0.981835,0.982265,-1,-1.0,-1
205,2021-01-29 19:00:00,0.982265,0.98276,0.98135,0.982195,-1,-1.0,-1
206,2021-01-29 20:00:00,0.982195,0.982815,0.98131,0.98132,-1,-1.0,-1
207,2021-01-29 21:00:00,0.98132,0.98261,0.980225,0.982055,-1,-1.0,-1
208,2021-01-29 22:00:00,0.982055,0.982445,0.98028,0.980575,-1,-1.0,-1
209,2021-01-29 23:00:00,0.980575,0.981315,0.97902,0.97991,-1,-1.0,-1
210,2021-01-30 00:00:00,0.97991,0.980305,0.978495,0.97874,-1,-1.0,-1
211,2021-01-30 01:00:00,0.97874,0.978965,0.97738,0.97856,-1,-1.0,-1
212,2021-01-30 02:00:00,0.97856,0.979075,0.97785,0.978205,-1,-1.0,-1
213,2021-01-30 03:00:00,0.978205,0.979205,0.97789,0.977955,-1,-1.0,-1
214,2021-01-30 04:00:00,0.977955,0.9787,0.976845,0.977365,-1,-1.0,-1
215,2021-01-30 05:00:00,0.977365,0.97768,0.976005,0.97695,-1,-1.0,-1
216,2021-02-01 06:15:00,0.97555,0.977055,0.974595,0.975495,-1,-1.0,-1
217,2021-02-01 07:00:00,0.975495,0.976245,0.97487,0.975545,-1,-1.0,-1
218,2021-02-01 08:00:00,0.975545,0.976785,0.97544,0.97657,-1,-1.0,-1
219,2021-02-01 09:00:00,0.97657,0.977115,0.97618,0.97663,-1,-1.0,-1
220,2021-02-01 10:00:00,0.97663,0.977535,0.976525,0.976835,-1,-1.0,-1
221,2021-02-01 11:00:00,0.976835,0.9775,0.976765,0.97719,-1,-1.0,-1
222,2021-02-01 12:00:00,0.97719,0.97753,0.97704,0.97734,-1,-1.0,-1
223,2021-02-01 13:00:00,0.97734,0.977905,0.976965,0.97763,-1,-1.0,-1
224,2021-02-01 14:00:00,0.97763,0.977995,0.97743,0.97767,-1,-1.0,-1
225,2021-02-01 15:00:00,0.97767,0.97782,0.976915,0.977125,-1,-1.0,-1
226,2021-02-01 16:00:00,0.977125,0.97737,0.97632,0.976365,-1,-1.0,-1
227,2021-02-01 17:00:00,0.976365,0.977765,0.976345,0.977115,-1,-1.0,-1
228,2021-02-01 18:00:00,0.977115,0.977155,0.976005,0.97639,-1,-1.0,-1
229,2021-02-01 19:00:00,0.97639,0.977765,0.976375,0.97764,-1,-1.0,-1
230,2021-02-01 20:00:00,0.97764,0.97807,0.976475,0.97661,-1,-1.0,-1
231,2021-02-01 21:00:00,0.97661,0.977885,0.976565,0.977365,-1,-1.0,-1
232,2021-02-01 22:00:00,0.977365,0.97741,0.97574,0.976345,-1,-1.0,-1
233,2021-02-01 23:00:00,0.976345,0.977955,0.97622,0.977915,-1,-1.0,-1
234,2021-02-02 00:00:00,0.977915,0.97874,0.97732,0.977805,-1,-1.0,-1
235,2021-02-02 01:00:00,0.977805,0.979065,0.9778,0.978415,-1,-1.0,-1
236,2021-02-02 02:00:00,0.978415,0.97972,0.9784,0.97963,-1,-1.0,-1
237,2021-02-02 03:00:00,0.97963,0.981555,0.97954,0.981365,-1,-1.0,-1
238,2021-02-02 04:00:00,0.981365,0.981385,0.97943,0.98006,-1,-1.0,-1
239,2021-02-02 05:00:00,0.98006,0.980415,0.97949,0.97967,-1,-1.0,-1
240,2021-02-02 06:15:00,0.9795,0.980075,0.9795,0.97996,-1,-1.0,-1
241,2021-02-02 07:00:00,0.97996,0.981,0.979785,0.980865,-1,-1.0,-1
242,2021-02-02 08:00:00,0.980865,0.9811,0.98041,0.980945,-1,-1.0,-1
243,2021-02-02 09:00:00,0.980945,0.981735,0.980805,0.98163,-1,-1.0,-1
244,2021-02-02 10:00:00,0.98163,0.98229,0.98134,0.982285,-1,-1.0,-1
245,2021-02-02 11:00:00,0.982285,0.98254,0.978935,0.979175,-1,-1.0,-1
246,2021-02-02 12:00:00,0.979175,0.97931,0.97775,0.978195,-1,-1.0,-1
247,2021-02-02 13:00:00,0.978195,0.979095,0.978095,0.97869,-1,-1.0,-1
248,2021-02-02 14:00:00,0.97869,0.97881,0.976715,0.977,-1,-1.0,-1
249,2021-02-02 15:00:00,0.977,0.97711,0.97565,0.97652,-1,-1.0,-1
250,2021-02-02 16:00:00,0.97652,0.97761,0.97595,0.97633,-1,-1.0,-1
251,2021-02-02 17:00:00,0.97633,0.97634,0.974475,0.97465,-1,-1.0,-1
252,2021-02-02 18:00:00,0.97465,0.97481,0.97404,0.97455,-1,-1.0,-1
253,2021-02-02 19:00:00,0.97455,0.974635,0.973525,0.973735,-1,-1.0,-1
254,2021-02-02 20:00:00,0.973735,0.973985,0.97247,0.972965,-1,-1.0,-1
255,2021-02-02 21:00:00,0.972965,0.97467,0.972605,0.97454,-1,-1.0,-1
256,2021-02-02 22:00:00,0.97454,0.97536,0.97318,0.973405,-1,-1.0,-1
257,2021-02-02 23:00:00,0.973405,0.974285,0.972315,0.97247,-1,-1.0,-1
258,2021-02-03 00:00:00,0.97247,0.972875,0.97148,0.97214,-1,-1.0,-1
259,2021-02-03 01:00:00,0.97214,0.97281,0.97198,0.972055,-1,-1.0,-1
260,2021-02-03 02:00:00,0.972055,0.972435,0.971635,0.971775,-1,-1.0,-1
261,2021-02-03 03:00:00,0.971775,0.972375,0.97154,0.972045,-1,-1.0,-1
262,2021-02-03 04:00:00,0.972045,0.97259,0.97173,0.972095,-1,-1.0,-1
263,2021-02-03 05:00:00,0.972095,0.97323,0.97192,0.972405,-1,-1.0,-1
264,2021-02-03 06:15:00,0.9724,0.97285,0.97221,0.97228,-1,-1.0,-1
265,2021-02-03 07:00:00,0.97228,0.97353,0.972275,0.972595,-1,-1.0,-1
266,2021-02-03 08:00:00,0.972595,0.97294,0.972095,0.97262,-1,-1.0,-1
267,2021-02-03 09:00:00,0.97262,0.97331,0.971965,0.972265,-1,-1.0,-1
268,2021-02-03 10:00:00,0.972265,0.972675,0.971545,0.972375,-1,-1.0,-1
269,2021-02-03 11:00:00,0.972375,0.973025,0.972115,0.972525,-1,-1.0,-1
270,2021-02-03 12:00:00,0.972525,0.97308,0.97248,0.97294,-1,-1.0,-1
271,2021-02-03 13:00:00,0.97294,0.973585,0.97293,0.97327,-1,-1.0,-1
272,2021-02-03 14:00:00,0.97327,0.973285,0.972785,0.97317,-1,-1.0,-1
273,2021-02-03 15:00:00,0.97317,0.97441,0.97303,0.97416,-1,-1.0,-1
274,2021-02-03 16:00:00,0.97416,0.974285,0.9729,0.97326,-1,-1.0,-1
275,2021-02-03 17:00:00,0.97326,0.974575,0.97256,0.9745,-1,-1.0,-1
276,2021-02-03 18:00:00,0.9745,0.974895,0.97401,0.974635,-1,-1.0,-1
277,2021-02-03 19:00:00,0.974635,0.97467,0.97392,0.97444,-1,-1.0,-1
278,2021-02-03 20:00:00,0.97444,0.974535,0.9738,0.97404,-1,-1.0,-1
279,2021-02-03 21:00:00,0.97404,0.975105,0.973715,0.97482,-1,-1.0,-1
280,2021-02-03 22:00:00,0.97482,0.97559,0.973995,0.97411,-1,-1.0,-1
281,2021-02-03 23:00:00,0.97411,0.97485,0.97352,0.973605,-1,-1.0,-1
282,2021-02-04 00:00:00,0.973605,0.97413,0.972985,0.97305,-1,-1.0,-1
283,2021-02-04 01:00:00,0.97305,0.973755,0.972805,0.97373,-1,-1.0,-1
284,2021-02-04 02:00:00,0.97373,0.97414,0.97307,0.97392,-1,-1.0,-1
285,2021-02-04 03:00:00,0.97392,0.97434,0.973635,0.974215,-1,-1.0,-1
286,2021-02-04 04:00:00,0.974215,0.974375,0.973485,0.974215,-1,-1.0,-1
287,2021-02-04 05:00:00,0.974215,0.974875,0.97397,0.974125,-1,-1.0,-1
288,2021-02-04 06:15:00,0.974325,0.974585,0.973785,0.97415,-1,-1.0,-1
289,2021-02-04 07:00:00,0.97415,0.976365,0.974135,0.976285,-1,-1.0,-1
290,2021-02-04 08:00:00,0.976285,0.976395,0.975335,0.975425,-1,-1.0,-1
291,2021-02-04 09:00:00,0.975425,0.97712,0.975405,0.976905,-1,-1.0,-1
292,2021-02-04 10:00:00,0.976905,0.977365,0.97659,0.976725,-1,-1.0,-1
293,2021-02-04 11:00:00,0.976725,0.97689,0.975825,0.976075,-1,-1.0,-1
294,2021-02-04 12:00:00,0.976075,0.976265,0.975455,0.97594,-1,-1.0,-1
295,2021-02-04 13:00:00,0.97594,0.976905,0.97582,0.97644,-1,-1.0,-1
296,2021-02-04 14:00:00,0.97644,0.97726,0.97641,0.97682,-1,-1.0,-1
297,2021-02-04 15:00:00,0.97682,0.97689,0.975665,0.97589,-1,-1.0,-1
298,2021-02-04 16:00:00,0.97589,0.976305,0.97508,0.97525,-1,-1.0,-1
299,2021-02-04 17:00:00,0.97525,0.97694,0.975065,0.97688,-1,-1.0,-1
300,2021-02-04 18:00:00,0.97688,0.977175,0.9758,0.97601,-1,-1.0,-1
301,2021-02-04 19:00:00,0.97601,0.97665,0.975555,0.97563,-1,-1.0,-1
302,2021-02-04 20:00:00,0.97563,0.9765,0.97548,0.976475,-1,-1.0,-1
